icao,name,fuels,availability,lat,lon,fuel_section,error
LFRI,LA ROCHE SUR YON LES AJONCS,100LL|JET_A1,100LL=self_service|JET_A1=restricted,46.702500,-1.381667,"10 - AVT : Carburant / Fuel : 100 LL, JET A1 (CIV-MIL) – Lubrifiants / Lubricants : NIL. 100 LL : automate H24 par carte bancaire ou HOR AFIS jusqu'à 30 min avant fermeture. 100 LL : automatic dispenser H24 with credit card or AFIS SKED up to 30 min before closing. JET A1 : HOR AFIS jusqu'à 30 min avant fermeture. En dehors de ces HOR, PPR AFIS la veille avant 1100 ou dernier jour ouvrable avant le vol / AFIS SKED up to 30 min before closing. Outside these SKED, PPR AFIS on the previous day before 1100 or last working day preceding flight. Paiement : carte bancaire, bons ENAC, AEG FUEL, AMERICAN EXPRESS, AVCARD, COLT, JETEX, US BANK, VALCORA. Payment: credit card, ENAC vouchers, AEG FUEL, AMERICAN EXPRESS, AVCARD, COLT, JETEX, US BANK, VALCORA. © Service de l'Information Aéronautique, France AMDT 02/24 AD 2 LFRI TXT 03 AIP FRANCE 25 JAN 2024 LA ROCHE SUR YON LES AJONCS",
LFRJ,TRANSIT VFR,,,,,,
LFRK,CAEN CARPIQUET,100LL|JET_A1,100LL=unknown|JET_A1=unknown,49.173333,-0.450000,"10 - AVT : Carburants / Fuel : AVGAS 100LL, JET A1. Lubrifiants / Oil : NIL. Paiements / Payment : Carte bancaire / Bank card (VISA, AMEX, MASTERCARD), carte Air BP, US Air Card, fuel release.",
LFRL,TRANSIT VFR,,,,,,
LFRM,LE MANS ARNAGE,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.948611,0.201667,"← 10 - AVT : Carburants / Fuel : 100LL - JET A1. LUN-DIM : - 01/10 au 31/03 : 0800-1130 et 1230-1600 - 01/04 au 30/09 : 0800-1130 et 1230-1700 Automate H24 avec carte bancaire ou badge EDEIS uniquement. Paiement comptant pendant les horaires AVT, cartes acceptées : AEG, AVCARD, COLT INTL, WFS. Extension sur demande avec PPR 48 HR sur https://cy.myhandlingsoftware.com MON-SUN : - 01/10 to 31/03 : 0800-1130 and 1230-1600 - 01/04 to 30/09 : 0800-1130 and 1230-1700 Dispenser H24 with credit card or EDEIS badge only. Cash payment during AVT SKED, credit card accepted : AEG, AVCARD, COLT INTL, WFS. Extension with PPR 48 HR on https://cy.myhandlingsoftware.com",
LFRN,RENNES SAINT JACQUES,100LL|JET_A1,100LL=self_service|JET_A1=restricted,48.071944,-1.732222,"← 10 - AVT : Carburants / Fuel : 100LL, JET A1. Lubrifiants / Lubricants : NIL. Paiements cartes SHELL, carte de crédit sauf American Express. Payment : SHELL cards, credit card except American Express. JET A1 : HOR voir / see NOTAM. En dehors de ces HOR / Outside these SKED, PPR 48 HR. TEL : +33 2 99 29 60 07 ou / or +33 6 13 39 26 71 (astreinte / on-call duty) AVGAS / 100LL : Automate / Automatic dispenser - LUN-DIM / MON-SUN : 0700-1900.",
LFRO,LANNION,100LL|JET_A1,100LL=self_service|JET_A1=self_service,48.754444,-3.471944,"10 - AVT : Carburants / Fuel : AVGAS 100 LL et JET A1 (station automate) : LUN-DIM / MON-SUN : H24 avec carte TOTAL / with TOTAL card. Sans carte TOTAL, AVT possible durant les HOR de JET A1 (camion avitailleur). Without TOTAL card, refuelling possible during JET A1 (bowser) SKED : HIV / WIN : LUN-VEN / MON-FRI : 0730-1100, 1200-1600 ETE / SUM : LUN-DIM / MON-SUN : 0630-1630 Paiements : comptant, Eurochèque, cartes bancaires, carte Air TOTAL automate. Payment : Cash, Eurocheck, bank cards, Air TOTAL card automatic dispenser. Service Rocket route. Lubrifiant / Lubricant : NIL. En dehors de ces HOR contacter l'exploitant / Outside these SKED, contact AD operator : PPR 24 HR. E-mail : carburant@lannion.aeroport.fr, TEL : 02 96 05 82 18",
LFRP,PLOERMEL LOYAT,,,48.001944,-2.378611,10 - AVT : NIL.,
LFRQ,QUIMPER PLUGUFFAN,100LL|JET_A1,100LL=restricted|JET_A1=restricted,47.975000,-4.167778,"← 10 - AVT : Carburants / Fuel : 100 LL - JET A1, Lubrifiant / Lubricant : NIL. Paiement : carte bancaire en HOR AVT ou carte AIR BP / Payment : credit card during AVT SKED or AIR BP card. HOR AVT JET A1 assuré par AIR BP : LUN, MAR, JEU,VEN : 0700-1500. En dehors de ces horaires, HOR RFFS ou NOTAM. Distributeur AVGAS disponible. SKED AVT JET A1 provided by AIR BP : MON, TUE, THU, FRI : 0700-1500. Outside these SKED, RFFS SKED or NOTAM. AVGAS dispenser available. © Service de l'Information Aéronautique, France AMDT 09/25 AD 2 LFRQ TXT 04 AIP FRANCE 07 AUG 2025 QUIMPER PLUGUFFAN",
LFRS,NANTES ATLANTIQUE,JET_A1|UL91,JET_A1=unknown|UL91=unknown,47.156944,-1.607778,"← 10 - AVT : Carburants / Fuel : UL91, JET A1 - Lubrifiants / Lubricants : NIL",
LFRT,SAINT BRIEUC ARMOR,100LL|JET_A1,100LL=self_service|JET_A1=self_service,48.537500,-2.856667,"← 10 - AVT : Carburants / Fuel : 100LL TRO / JET A1. HOR AVT : JET A1 : LUN-VEN : 0800-1600. En dehors de ces HOR, AVT JET A1 assuré pour les vols commerciaux programmés, MEDEVAC et service public. Station automate AVGAS 100LL : LUN-DIM : H 24 AVT SKED : JET A1 : MON-FRI : 0800-1600 Outside these SKED, AVT JET A1 provided for scheduled commercial flights, MEDEVAC and public service. Automatic dispenser AVGAS 100LL : MON-SUN : H 24 Lubrifiants / Lubricants : NIL.",
LFRU,MORLAIX PLOUJEAN,,,48.600833,-3.816667,10 - AVT : H24 automate avec carte TOTAL uniquement. / H24 automatic dispenser TOTAL credit card only. AVT hors automate : HOR ATS (Agent avitailleur. Paiement par CB ou en espèces avec appoint). / AVT without automatic dispenser: ATS SKED (Refuelling agent. Payment by CB or in cash with top- up). Lubrifiants / Lubricants : NIL.,
LFRV,VANNES GOLFE DU MORBIHAN,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.719167,-2.723333,"10 - AVT : Carburants / Fuel : 100LL, JET A1 - H24 Automate World Fuel Services(carte WFS) et CB AVT hors automate possible. Paiement comptant en espèces avec appoint uniquement . H24 World Fuel Services automatic fuel dispenser ( WFS card ) and CB AVT without automatic fuel dispenser possible - Cash payment with exact sum only . Du / From 01/11 au / to 31/03 : 0800-1600 - Du / From 01/04 au / to 31/10 : 0800-1700. Extension pour les EVASAN et vols commerciaux PPR 48 HR - Extension for MEDEVAC and commercial flights PPR 48 HR. TEL : Exploitant d'aérodrome / AD operator.",
LFRW,AVRANCHES LE VAL SAINT PERE,100LL,100LL=restricted,48.660833,-1.405833,10 - AVT : Carburants / Fuel : 100 LL (CIV-MIL) HX,
LFRZ,SAINT NAZAIRE MONTOIR,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.310556,-2.156667,"← 10 - AVT : Carburants / Fuel : JET A1 : CIV-MIL. LUN-VEN / MON-FRI : 0700-2100, SAM / SAT : 0700-1630, DIM et JF du 01/04 au 31/10 / SUN and public HOL from 01/04 to 31/10 : 0800-1630 En dehors de ces HOR, avitaillement possible seulement pour les vols avec PPR avant 1100 le dernier jour ouvrable. / Outside these SKED, possible AVT only for flights with PPR before 1100 the last working day. Moyens de paiement : cartes bancaires (sauf AMEX), espèces (max 757 euros), carte TOTAL, autres cartes BROKER via FUEL RELEASE AIR TOTAL. / Payment : credit cards (except AMEX), cash (757 euros max), TOTAL card, others BROKER cards via FUEL RELEASE AIR TOTAL. TEL : 02 40 90 02 13 / 06 16 92 09 66 pendant les horaires d'ouverture du RFFS / during RFFS opening SKED. E-mail : nteleaderssliasnr@nantes.aeroport.fr AVGAS / 100LL : CIV-MIL. Automate / Automatic fuel dispenser : 24/24. Moyen de paiement / Payment : cartes TOTAL uniquement / TOTAL cards only . Lubrifiants / Lubricants : NIL.",
LFSA,BESANCON THISE,SUPER_PLUS,SUPER_PLUS=restricted,47.273611,6.083056,← 10 - AVT : Carburant SP 98 réservé aux aéronefs basés. Lubrifiant : NIL.,
LFSB,BALE MULHOUSE,JET_A1,JET_A1=restricted,47.590000,7.529167,"← 10 - AVT : Carburants / Fuel : JET A1 AVGAS - (CIV-MIL). SASCA et / and KLINZING Aviation : 0400-2200. Pas d'avitaillement possible en dehors de ces HOR, sauf préavis avant 2000 auprès des avitailleurs. No refuelling available outside these SKED except PN before 2000 to the refuellers. Contacts : Mois impairs / Odd months SASCA TEL : 00 33 (0)3 89 90 29 10 - FAX : 00 33 (0)3 89 90 49 75. Mois pairs / Even months KLINZING Aviation TEL : 00 33 (0)3 89 90 48 10 - FAX : 00 33 (0)3 89 90 48 12.",
LFSD,DIJON LONGVIC,100LL|JET_A1,100LL=unknown|JET_A1=unknown,47.265833,5.095000,"← 10 - AVT : Carburants / Fuel : 100 LL - JET A 1. (CIV-MIL). Paiement comptant ou cartes / Cash payment or cards : VISA, MASTERCARD, AMEX, WFS, COLT, MULTI SERVICE, AVCARD, AEG Fuel, FUELEX ENERGY LIMITED, AVFUEL, TITAN AVIATION FUELS, G-OPS.",
LFSE,EPINAL DOGNEVILLE,,,48.211389,6.448333,10 - AVT : Carburant / Fuel : NIL. Lubrifiants / Lubricants : NIL.,
LFSG,EPINAL MIRECOURT,100LL|JET_A1,100LL=self_service|JET_A1=restricted,48.325000,6.066667,"← 10 - AVT : JET A1 HOR ATS / ATS SKED. Moyens de paiement Totalénergies et CB / Payment means Totalénergies and credit card. 100LL Avitaillement automatique 24HR, paiement CB ou Carte Total. 100LL Automatic fuel dispenser 24HR, payment by credit card or Total Card. © Service de l'Information Aéronautique, France AMDT 06/26 AD 2 LFSG TXT 03 AIP FRANCE 14 MAY 2026 EPINAL MIRECOURT",
LFSH,HAGUENAU,100LL|UL91,100LL=restricted|UL91=restricted,48.796944,7.819167,"10 - AVT : Carburant / Fuel : 100 LL, UL91 O/R TEL : ACB. Lubrifiants / Lubricants : qualité aviation (CIV) HOR ACB paiement comptant / aviation quality (CIV) ACB SKED cash payment.",
LFSJ,SEDAN DOUZY,,,49.658889,5.036667,10 - AVT : Carburant / Fuel : NIL.,
LFSK,VITRY LE FRANCOIS VAUCLERC,,,48.702222,4.683333,10 - AVT : NIL.,
LFSL,BRIVE SOUILLAC,100LL|JET_A1,100LL=unknown|JET_A1=unknown,45.039722,1.485556,"← 10 - AVT : Carburant / Fuel : AVGAS 100LL-JET A1 Voir / See NOTAM. Carte BP, CB, espèces maxi 1000 euros / BP card, credit card, cash maxi 1000 euros. Borne de recharge électrique / Aircraft charging station : - 22 KW - câble unique / one cable only - préavis par E-mail OPS / prior notice by E-mail OPS",
LFSM,MONTBELIARD COURCELLES,100LL|JET_A1,100LL=self_service|JET_A1=self_service,47.486667,6.791389,10 - AVT : Carburant / Fuel : 100LL - JET A1 (CIV-MIL sous convention / under agreement). Lubrifiants / Lubricant : NIL. H24 CB / credit card. Carte AVIA : j.rota@thevenin-ducrot.fr,
LFSN,NANCY ESSEY,100LL|JET_A1,100LL=self_service|JET_A1=self_service,48.692222,6.226111,"10 - AVT : Carburant / Fuel : 100LL - JET A1. Assuré par l'exploitant AD / Provided by AD operator : LUN-VEN / MON-FRI : 0800-1745. Paiement possible par CB Total, CB hors American Express et en espèce (750 € max, pas de rendu de monnaie). Payment possible with Total credit card, credit card except American Express and cash (750 € max, no change). SAM, DIM et JF / SAT, SUN and public HOL : 0800-1045, 1300-1745. Avitaillement automatique disponible avec CB TOTAL (uniquement 100LL). Automatic fuel dispenser available with TOTAL card (only for 100LL). Absence ATS : O/R exploitant AD ou services ATS. PN 45 min pour les vols sanitaires et PPR PN 72 HR pour les autres vols. O/R AD operator or ATS PN 45 min for medical evacuation flights and PPR PN 72 HR for other flights. Avitaillement auto H24 poste R2 disponible pour HEL avec CB Total (Jet A1). Automatic refuelling H24 stand R2 available for HEL with TOTAL card (Jet A1).",
LFSP,PONTARLIER,100LL,100LL=restricted,46.908333,6.329167,10 - AVT : Carburant / Fuel : 100 LL HX - Lubrifiant / Lubricant : 80 (CIV) PN 2 HR TEL : 03 81 39 09 70. Paiement comptant ou chèque / Cash payment or cheque. Carte TOTAL : automate H24 / TOTAL credit card : automatic dispenser H24.,
LFSS,SAINT SULPICE DES LANDES,,,47.791667,-1.643611,10 - AVT : NIL.,
LFST,STRASBOURG ENTZHEIM,100LL|JET_A1,100LL=restricted|JET_A1=restricted,48.541944,7.634444,"10 - AVT : Carburants / Fuel :100LL-JET A1. Lubrifiants / Lubricants : NIL. TEL : 03 88 64 67 78. SHELL AVIATION : DIM-VEN / SUN-FRI : 0430-2130 - SAM / SAT : 0430-2030. En dehors de ces HOR, sur déclenchement de l'astreinte (Forfait 300 € selon cas), AVT assuré aux seuls vols commerciaux programmés ou retardés, ainsi qu'aux vols d'Etat et aux EVASAN. (Astreinte TEL : 03 88 64 69 33). Outside these SKED, after setting off on duty personnel (300 € lump sum), refuelling provided only for scheduled and delayed commercial flights, Government owned ACFT and medical assistance. (Phone Stanby TEL : 03 88 64 69 33). Paiements acceptés / Accepted payments : Espèces / Cash : MAX 3000 €. Cartes de Crédit / Credit Cards : Carte Bleue, Visa, Mastercard. Cartes de Crédit Aviation / Aviation Credit Cards : Shell carnet, Avcard, Aerofuel overseas, Air routing, Colt, Netjets, Uvair, World fuel services AEG, Rockwell Collins .",
LFSU,LANGRES ROLAMPONT,,,47.964167,5.293611,10 - AVT : NIL.,
LFSV,PONT SAINT VINCENT,,,48.600000,6.056389,10 - AVT : NIL.,
LFSW,EPERNAY PLIVOT,100LL,100LL=self_service,49.004444,4.085278,"10 - AVT : Carburants / Fuel : 100 LL (CIV-MIL). HX. Paiement comptant, automate carte TOTAL H 24 / Cash payment, TOTAL card dispenser H 24. Lubrifiants / Lubricant : NIL.",
LFTA,LA TRANCHE-SUR-MER,,,46.365556,-1.427500,10 - AVT : NIL.,
LFTB,AMERRISSAGE A VUE,100LL|JET_A1,100LL=unknown|JET_A1=unknown,43.450000,5.216667,"10 - AVT : Carburants / Fuel : 100LL, Jet A1. Lubrifiants / Lubricants : Shell tous types (Aéromécanic), paiement : CB, contrats compagnies (toutes marques), espèces acceptées pour Gam/TOTAL / Shell any kind (Aéromecanic), payment : CB, company contracts (any brand), cash accepted for Gam/TOTAL.",
LFTF,CUERS PIERREFEU,100LL|JET_A1,100LL=restricted|JET_A1=restricted,43.247500,6.127222,"10 - AVT : Carburant / Fuel : F 34 (MIL) - JET A 1, 100 LL, AKI93 (CIV) Lubrifiants / Oil : NIL MIL : O/R 4 H CIV : 0700-1000, 1200-1700 (été / summer) ; 0700-1100, 1300-1700 (hiver / winter) H24 si paiement par CB / H24 if ayment by credit card HEL : accès uniquement tractés / towed access only",
LFTH,HYERES LE PALYVESTRE,,,43.097222,6.146111,"10 - AVT : Carburants / Fuel : F 34 (MIL) Lubrifiants / Oil : O135 - O138 - O147 - O150 - O159 Autres / Others : H 515 - C 630 MIL : HOR ATS CIV / CIV : 0500-2000, O/R la veille / The day before",
LFTM,SERRES LA BATIE MONTSALEON,,,44.457222,5.727222,10 - AVT : Carburant / Fuel : NIL.,
LFTN,LA GRAND'COMBE,,,44.243056,4.011111,10 - AVT : NIL.,
LFTP,PUIMOISSON,100LL,100LL=restricted,43.868889,6.162778,"10 - AVT : Carburant : AVGAS - 100 LL, réservé aux ACFT basés. Fuel : AVGAS - 100 LL, reserved for home-based ACFT.",
LFTQ,CHATEAUBRIANT POUANCE,,,47.739444,-1.190278,10 - AVT : NIL.,
LFTW,NIMES GARONS,JET_A1,JET_A1=restricted,43.757500,4.416389,"← 10 - AVT : Carburant / Fuel : JET A1 - AVGAS Lubrifiants / Oil : NIL. HOR / SKED : voir / see NOTAM. Hors HOR / Outside SKED : O/R avant / before 1700 - SAM, DIM et JF / SAT, SUN and public HOL : PPR avant / before 1700 le dernier jour ouvrable / on the last working day. Paiement en espèces, carte WFS, AEG ou carte de crédit. Cash payment, WFS, AEG or credit card.",
LFTZ,LA MOLE,100LL|JET_A1,100LL=restricted|JET_A1=restricted,43.205278,6.481944,10 - AVT : Uniquement pendant HOR AFIS / Only during AFIS SKED. Carburant / fuel : 100LL - JET A1. Lubrifiant / Lubricant : NIL. Paiement : chèque - eurochèque - devises - carte bancaire (carte bleue - Mastercard - Eurocard - Visa). Payment : cheque - eurocheque - currency - credit card (Blue card - Mastercard - Eurocard - Visa).,
LFXA,AMBERIEU,,,45.979722,5.337778,10 - AVT : NIL,
LFXB,SAINTES THENAC,100LL,100LL=self_service,45.701944,-0.636111,10 - AVT : Carburant / Fuel : CIV (ACB) : 100 LL Carte Total uniquement pour distributeur automatique / Total card only for automatic distributor HOR : Automate carte Total / Total card automatic distributor,
LFXU,LES MUREAUX,100LL|UL91,100LL=restricted|UL91=restricted,48.998611,1.941667,10 - AVT : Carburant / Fuel : 100 LL : se renseigner auprès de / see ACB Roger Janin ; UL 91 : se renseigner auprès de / see ACB Roger Janin. Paiement comptant ou carte de credit TOTAL / Cash payment or TOTAL credit card.,
LFYG,CAMBRAI NIERGNIES,100LL,100LL=unknown,50.141389,3.263611,10 - AVT : Carburants / Fuel : AVGAS 100LL.,
LFYR,ROMORANTIN PRUNIERS,100LL,100LL=self_service,47.320833,1.688889,10 - AVT : Carburants / Fuel : CIV (ACB) : 100 LL (24/7) Carte Total avec code pour distributeur automatique / Total card with code for automatic fuel pump Paiement : CB / Payment : credit card,
LFYS,SAINTE LEOCADIE,,,42.447222,2.010833,10 - AVT : Carburant / Fuel : F 34 (MIL) Lubrifiants / Oil : NIL LUN-JEU / MON-THU : 0700-1600 PPR 1HR VEN / FRI : 0700-1100 PPR 1HR Hors HOR / Out of HOR PN 24 HR WE et JF : Fermé / WE and HOL : Closed Service de l'Énergie Opérationnelle (SEO) : Carte SCALP / SCALP card (Military fuel service card) CIV : NIL,
LFYV,YVETOT BAONS LE COMTE,,,49.638611,0.732500,10 - AVT : NIL.,
